P100008_Iron_Studies_20240216_grid,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100008_Iron_Studies_20240216_grid.pdf,ok,0,2026-01-11T22:56:29,2026-01-11T22:56:55,25.54,ThreadPoolExecutor-0_3,7276,"nished converting document P100008_Iron_Studies_20240216_grid.pdf in 9.88 sec.
2026-01-11 22:56:52,592 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100008_Iron_Studies_20240216_grid.md
2026-01-11 22:56:52,632 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:56:52,636 - INFO - All documents were converted in 9.92 seconds.
"
P100001_Iron_Studies_20240413_colored,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100001_Iron_Studies_20240413_colored.pdf,ok,0,2026-01-11T22:56:29,2026-01-11T22:57:00,30.68,ThreadPoolExecutor-0_0,13880,"onverting document P100001_Iron_Studies_20240413_colored.pdf in 15.50 sec.
2026-01-11 22:56:58,258 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100001_Iron_Studies_20240413_colored.md
2026-01-11 22:56:58,299 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:56:58,304 - INFO - All documents were converted in 15.53 seconds.
"
P100006_Lipid_Profile_20240223_bordered_chart,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100006_Lipid_Profile_20240223_bordered_chart.pdf,ok,0,2026-01-11T22:56:29,2026-01-11T22:57:01,31.74,ThreadPoolExecutor-0_2,17592,"nt P100006_Lipid_Profile_20240223_bordered_chart.pdf in 16.84 sec.
2026-01-11 22:56:59,554 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100006_Lipid_Profile_20240223_bordered_chart.md
2026-01-11 22:56:59,575 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:56:59,579 - INFO - All documents were converted in 16.86 seconds.
"
P100005_Lipid_Profile_20251009_quest,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100005_Lipid_Profile_20251009_quest.pdf,ok,0,2026-01-11T22:56:29,2026-01-11T22:57:01,31.84,ThreadPoolExecutor-0_1,17856," converting document P100005_Lipid_Profile_20251009_quest.pdf in 16.89 sec.
2026-01-11 22:56:59,602 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100005_Lipid_Profile_20251009_quest.md
2026-01-11 22:56:59,642 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:56:59,646 - INFO - All documents were converted in 16.93 seconds.
"
P100008_Iron_Studies_20240730_colored,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100008_Iron_Studies_20240730_colored.pdf,ok,0,2026-01-11T22:56:55,2026-01-11T22:57:27,32.28,ThreadPoolExecutor-0_3,7276,"onverting document P100008_Iron_Studies_20240730_colored.pdf in 13.45 sec.
2026-01-11 22:57:24,918 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100008_Iron_Studies_20240730_colored.md
2026-01-11 22:57:24,959 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:57:24,963 - INFO - All documents were converted in 13.50 seconds.
"
P100010_Thyroid_20241218_minimal_bars,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100010_Thyroid_20241218_minimal_bars.pdf,ok,0,2026-01-11T22:57:01,2026-01-11T22:57:29,28.39,ThreadPoolExecutor-0_2,17592,"onverting document P100010_Thyroid_20241218_minimal_bars.pdf in 10.59 sec.
2026-01-11 22:57:27,092 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100010_Thyroid_20241218_minimal_bars.md
2026-01-11 22:57:27,136 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:57:27,140 - INFO - All documents were converted in 10.64 seconds.
"
P100010_Vitamin_20250706_grid,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100010_Vitamin_20250706_grid.pdf,ok,0,2026-01-11T22:57:01,2026-01-11T22:57:33,31.68,ThreadPoolExecutor-0_1,17856,"NFO - Finished converting document P100010_Vitamin_20250706_grid.pdf in 14.17 sec.
2026-01-11 22:57:30,821 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100010_Vitamin_20250706_grid.md
2026-01-11 22:57:30,867 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:57:30,873 - INFO - All documents were converted in 14.22 seconds.
"
P100008_Lipid_Profile_20250611_bordered_chart,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100008_Lipid_Profile_20250611_bordered_chart.pdf,ok,0,2026-01-11T22:57:00,2026-01-11T22:57:34,34.38,ThreadPoolExecutor-0_0,13880,"nt P100008_Lipid_Profile_20250611_bordered_chart.pdf in 17.14 sec.
2026-01-11 22:57:32,652 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100008_Lipid_Profile_20250611_bordered_chart.md
2026-01-11 22:57:32,692 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:57:32,698 - INFO - All documents were converted in 17.18 seconds.
"
P100011_Inflammation_20240907_minimal_bars,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100011_Inflammation_20240907_minimal_bars.pdf,ok,0,2026-01-11T22:57:33,2026-01-11T22:58:01,28.66,ThreadPoolExecutor-0_1,17856,"document P100011_Inflammation_20240907_minimal_bars.pdf in 10.97 sec.
2026-01-11 22:57:59,183 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100011_Inflammation_20240907_minimal_bars.md
2026-01-11 22:57:59,240 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:57:59,244 - INFO - All documents were converted in 11.03 seconds.
"
P100011_Diabetes_20241226_quest,C:\Users\kousik.senthilkumar\Desktop\rag_anything\lab_reports_final\P100011_Diabetes_20241226_quest.pdf,ok,0,2026-01-11T22:57:29,2026-01-11T22:58:02,33.15,ThreadPoolExecutor-0_2,17592,"- Finished converting document P100011_Diabetes_20241226_quest.pdf in 14.67 sec.
2026-01-11 22:58:00,329 - INFO - writing Markdown output to C:\Users\kousik.senthilkumar\Desktop\rag_anything\RAG-Anything\data\parsed\P100011_Diabetes_20241226_quest.md
2026-01-11 22:58:00,379 - INFO - Processed 1 docs, of which 0 failed
2026-01-11 22:58:00,383 - INFO - All documents were converted in 14.73 seconds.
"
